gene_name	gene_symbol	chrom	strand
Nudt5	Nudt5	chr2	1
Nudt6	Nudt6	chr3	-1
Nudt7	Nudt7	chr8	1
Nudt9	Nudt9	chr5	1
Nuf2	Nuf2	chr1	-1
Nufip1	Nufip1	chr14	1
Nufip2	Nufip2	chr11	1
Nuggc	Nuggc	chr14	1
Numa1	Numa1	chr7	1
Numbl	Numbl	chr7	1
Nup107	Nup107	chr10	-1
Nup133	Nup133	chr8	-1
Nup155	Nup155	chr15	1
Nup160	Nup160	chr2	1
Nup188	Nup188	chr2	1
Nup205	Nup205	chr6	1
Nup210	Nup210	chr6	-1
Nup210l	Nup210l	chr3	1
Nup35	Nup35	chr2	1
Nup37	Nup37	chr10	1
Nup43	Nup43	chr10	1
Nup50	Nup50	chr15	1
Nup54	Nup54	chr5	-1
Nup62cl	Nup62cl	chrX	-1
Nup85	Nup85	chr11	1
Nup88	Nup88	chr11	-1
Nup93	Nup93	chr8	1
Nupl1	Nupl1	chr14	-1
Nupl2	Nupl2	chr5	1
Nupr1	Nupr1	chr7	-1
Nupr1l	Nupr1l	chr5	1
Nus1	Nus1	chr10	1
Nusap1	Nusap1	chr2	1
Nutf2	Nutf2	chr8	1
Nutm1	Nutm1	chr2	-1
Nutm2	Nutm2	chr13	1
Nwd1	Nwd1	chr8	1
Nwd2	Nwd2	chr5	1
Nxf1	Nxf1	chr19	1
Nxf2	Nxf2	chrX	-1
Nxf3	Nxf3	chrX	-1
Nxf7	Nxf7	chrX	-1
Nxn	Nxn	chr11	-1
Nxnl1	Nxnl1	chr8	-1
Nxnl2	Nxnl2	chr13	1
Nxpe2	Nxpe2	chr9	-1
Nxpe3	Nxpe3	chr16	-1
Nxpe5	Nxpe5	chr5	1
Nxph1	Nxph1	chr6	1
Nxph2	Nxph2	chr2	1
Nxph3	Nxph3	chr11	-1
Nxph4	Nxph4	chr10	-1
Nxt1	Nxt1	chr2	1
Nxt2	Nxt2	chrX	1
Nyap1	Nyap1	chr5	-1
Nyap2	Nyap2	chr1	1
Nynrin	Nynrin	chr14	1
Nyx	Nyx	chrX	1
Oacyl	Oacyl	chr18	1
Oaf	Oaf	chr9	-1
Oard1	Oard1	chr17	1
Oas1a	Oas1a	chr5	-1
Oas1b	Oas1b	chr5	1
Oas1c	Oas1c	chr5	-1
Oas1d	Oas1d	chr5	1
Oas1e	Oas1e	chr5	-1
Oas1f	Oas1f	chr5	1
Oas1g	Oas1g	chr5	-1
Oas1h	Oas1h	chr5	1
Oas2	Oas2	chr5	-1
Oas3	Oas3	chr5	-1
Oasl1	Oasl1	chr5	1
Oasl2	Oasl2	chr5	1
Oat	Oat	chr7	-1
Oaz2	Oaz2	chr9	1
Oaz3	Oaz3	chr3	-1
Obfc1	Obfc1	chr19	-1
Obox1	Obox1	chr7	1
Obox2	Obox2	chr7	1
Obox3	Obox3	chr7	-1
Obox5	Obox5	chr7	1
Obox6	Obox6	chr7	-1
Obox7	Obox7	chr7	1
Obp1a	Obp1a	chrX	-1
Obp1b	Obp1b	chrX	1
OBP2	OBP2	chrX	1
Obp2a	Obp2a	chr2	1
Obp2b	Obp2b	chr2	1
Obscn	Obscn	chr11	-1
Obsl1	Obsl1	chr1	-1
Oc90	Oc90	chr15	-1
Oca2	Oca2	chr7	1
Ocel1	Ocel1	chr8	1
Ociad1	Ociad1	chr5	1
Ociad2	Ociad2	chr5	-1
Ocln	Ocln	chr13	-1
Ocm	Ocm	chr5	-1
Ocstamp	Ocstamp	chr2	-1
Odam	Odam	chr5	1
Odc1	Odc1	chr12	1
Odf1	Odf1	chr15	1
Odf2	Odf2	chr2	1
Odf3	Odf3	chr7	1
Odf3b	Odf3b	chr15	-1
Odf3l1	Odf3l1	chr9	-1
Odf3l2	Odf3l2	chr10	-1
Odf4	Odf4	chr11	-1
Ofcc1	Ofcc1	chr13	-1
Ofd1	Ofd1	chrX	-1
Ogdhl	Ogdhl	chr14	1
Ogfod1	Ogfod1	chr8	1
Ogfod2	Ogfod2	chr5	1
Ogfod3	Ogfod3	chr11	-1
Ogfr	Ogfr	chr2	1
Ogfrl1	Ogfrl1	chr1	-1
Ogg1	Ogg1	chr6	1
Ogn	Ogn	chr13	1
Ogt	Ogt	chrX	1
Oip5	Oip5	chr2	-1
Oit1	Oit1	chr14	-1
Oit3	Oit3	chr10	-1
Ola1	Ola1	chr2	-1
Olah	Olah	chr2	-1
Olfm1	Olfm1	chr2	1
Olfm2	Olfm2	chr9	-1
Olfm3	Olfm3	chr3	1
Olfm4	Olfm4	chr14	1
Olfm5	Olfm5	chr7	-1
Olfml1	Olfml1	chr7	1
Olfml2a	Olfml2a	chr2	1
Olfml2b	Olfml2b	chr1	1
Olfml3	Olfml3	chr3	-1
Olfr1	Olfr1	chr11	-1
Olfr10	Olfr10	chr11	1
Olfr1000	Olfr1000	chr2	-1
Olfr1002	Olfr1002	chr2	-1
Olfr1006	Olfr1006	chr2	-1
Olfr1008	Olfr1008	chr2	1
Olfr1009	Olfr1009	chr2	1
Olfr101	Olfr101	chr17	-1
Olfr1010	Olfr1010	chr2	1
Olfr1012	Olfr1012	chr2	-1
Olfr1013	Olfr1013	chr2	1
Olfr1014	Olfr1014	chr2	1
Olfr1015	Olfr1015	chr2	1
Olfr1016	Olfr1016	chr2	-1
Olfr1018	Olfr1018	chr2	1
Olfr1019	Olfr1019	chr2	-1
Olfr102	Olfr102	chr17	-1
Olfr1020	Olfr1020	chr2	1
Olfr1022	Olfr1022	chr2	1
Olfr1023	Olfr1023	chr2	1
Olfr1024	Olfr1024	chr2	-1
Olfr1026	Olfr1026	chr2	1
Olfr1028	Olfr1028	chr2	1
Olfr1029	Olfr1029	chr2	1
Olfr103	Olfr103	chr17	-1
Olfr1030	Olfr1030	chr2	1
Olfr1031	Olfr1031	chr2	1
Olfr1032	Olfr1032	chr2	1
Olfr1033	Olfr1033	chr2	1
Olfr1034	Olfr1034	chr2	1
Olfr1036	Olfr1036	chr2	1
Olfr1037	Olfr1037	chr2	-1
Olfr1038-ps	Olfr1038-ps	chr2	1
Olfr1039	Olfr1039	chr2	-1
Olfr1040	Olfr1040	chr2	-1
Olfr1042	Olfr1042	chr2	-1
Olfr1043	Olfr1043	chr2	-1
Olfr1044	Olfr1044	chr2	-1
Olfr1045	Olfr1045	chr2	-1
Olfr1046	Olfr1046	chr2	-1
Olfr1047	Olfr1047	chr2	-1
Olfr1048	Olfr1048	chr2	-1
Olfr1049	Olfr1049	chr2	-1
Olfr1051	Olfr1051	chr2	-1
Olfr1052	Olfr1052	chr2	1
Olfr1053	Olfr1053	chr2	-1
Olfr1054	Olfr1054	chr2	-1
Olfr1055	Olfr1055	chr2	-1
Olfr1056	Olfr1056	chr2	-1
Olfr1057	Olfr1057	chr2	-1
Olfr1058	Olfr1058	chr2	-1
Olfr1061	Olfr1061	chr2	-1
Olfr1062	Olfr1062	chr2	-1
Olfr1065	Olfr1065	chr2	-1
Olfr1066	Olfr1066	chr2	-1
Olfr107	Olfr107	chr17	1
Olfr1076	Olfr1076	chr2	1
Olfr1077-ps1	Olfr1077-ps1	chr2	-1
Olfr1079	Olfr1079	chr2	-1
Olfr108	Olfr108	chr17	1
Olfr1080	Olfr1080	chr2	-1
Olfr1082	Olfr1082	chr2	-1
Olfr1084	Olfr1084	chr2	-1
Olfr1085	Olfr1085	chr2	-1
Olfr1086	Olfr1086	chr2	-1
Olfr1087	Olfr1087	chr2	-1
Olfr1089	Olfr1089	chr2	-1
Olfr109	Olfr109	chr17	1
Olfr1090	Olfr1090	chr2	-1
Olfr1093	Olfr1093	chr2	1
Olfr1094	Olfr1094	chr2	1
Olfr1095	Olfr1095	chr2	-1
Olfr1097	Olfr1097	chr2	-1
Olfr1098	Olfr1098	chr2	-1
Olfr1099	Olfr1099	chr2	-1
Olfr11	Olfr11	chr13	-1
Olfr110	Olfr110	chr17	1
Olfr1100	Olfr1100	chr2	-1
Olfr1101	Olfr1101	chr2	-1
Olfr1102	Olfr1102	chr2	1
Olfr1104	Olfr1104	chr2	-1
Olfr1105	Olfr1105	chr2	-1
Olfr1106	Olfr1106	chr2	-1
Olfr1107	Olfr1107	chr2	-1
Olfr1109	Olfr1109	chr2	-1
Olfr111	Olfr111	chr17	1
Olfr1110	Olfr1110	chr2	-1
Olfr1111	Olfr1111	chr2	-1
Olfr1112	Olfr1112	chr2	1
Olfr1113	Olfr1113	chr2	1
Olfr1115	Olfr1115	chr2	1
Olfr1116	Olfr1116	chr2	1
Olfr1118	Olfr1118	chr2	1
Olfr112	Olfr112	chr17	-1
Olfr1120	Olfr1120	chr2	1
Olfr1121	Olfr1121	chr2	1
Olfr1122	Olfr1122	chr2	1
Olfr1123	Olfr1123	chr2	1
Olfr1124	Olfr1124	chr2	1
Olfr1126	Olfr1126	chr2	1
Olfr1128	Olfr1128	chr2	-1
Olfr1129	Olfr1129	chr2	1
Olfr113	Olfr113	chr17	-1
Olfr1130	Olfr1130	chr2	1
Olfr1131	Olfr1131	chr2	1
Olfr1132	Olfr1132	chr2	-1
Olfr1133	Olfr1133	chr2	-1
Olfr1134	Olfr1134	chr2	-1
Olfr1135	Olfr1135	chr2	-1
Olfr1136	Olfr1136	chr2	-1
Olfr1137	Olfr1137	chr2	-1
Olfr1138	Olfr1138	chr2	-1
Olfr114	Olfr114	chr17	-1
Olfr1140	Olfr1140	chr2	1
Olfr1141	Olfr1141	chr2	-1
Olfr1143	Olfr1143	chr2	1
Olfr1145	Olfr1145	chr2	1
Olfr1148	Olfr1148	chr2	1
Olfr115	Olfr115	chr17	-1
Olfr1151	Olfr1151	chr2	1
Olfr1152	Olfr1152	chr2	1
Olfr1153	Olfr1153	chr2	1
Olfr1154	Olfr1154	chr2	-1
Olfr1155	Olfr1155	chr2	-1
Olfr1156	Olfr1156	chr2	-1
Olfr1157	Olfr1157	chr2	-1
Olfr1158	Olfr1158	chr2	1
Olfr116	Olfr116	chr17	-1
Olfr1160	Olfr1160	chr2	-1
Olfr1161	Olfr1161	chr2	1
Olfr1162	Olfr1162	chr2	-1
Olfr1163	Olfr1163	chr2	-1
Olfr1164	Olfr1164	chr2	-1
Olfr1166	Olfr1166	chr2	-1
Olfr1167	Olfr1167	chr2	-1
Olfr1168	Olfr1168	chr2	1
Olfr117	Olfr117	chr17	-1
Olfr1170	Olfr1170	chr2	-1
Olfr1173	Olfr1173	chr2	-1
Olfr1176	Olfr1176	chr2	1
Olfr1178	Olfr1178	chr2	1
Olfr1179	Olfr1179	chr2	-1
Olfr118	Olfr118	chr17	1
Olfr1180	Olfr1180	chr2	-1
Olfr1181	Olfr1181	chr2	-1
Olfr1182	Olfr1182	chr2	-1
Olfr1183	Olfr1183	chr2	1
Olfr1184	Olfr1184	chr2	1
Olfr1186	Olfr1186	chr2	1
Olfr1188	Olfr1188	chr2	1
Olfr1189	Olfr1189	chr2	1
Olfr119	Olfr119	chr17	1
Olfr1193	Olfr1193	chr2	1
Olfr1195	Olfr1195	chr2	-1
Olfr1196	Olfr1196	chr2	-1
Olfr1197	Olfr1197	chr2	-1
Olfr1198	Olfr1198	chr2	-1
Olfr1199	Olfr1199	chr2	-1
Olfr12	Olfr12	chr1	1
Olfr120	Olfr120	chr17	1
Olfr1200	Olfr1200	chr2	-1
Olfr1201	Olfr1201	chr2	1
Olfr1202	Olfr1202	chr2	1
Olfr1204	Olfr1204	chr2	1
Olfr1205	Olfr1205	chr2	1
Olfr1206	Olfr1206	chr2	1
Olfr1208	Olfr1208	chr2	-1
Olfr1209	Olfr1209	chr2	-1
Olfr121	Olfr121	chr17	1
Olfr1211	Olfr1211	chr2	-1
Olfr1212	Olfr1212	chr2	1
Olfr1213	Olfr1213	chr2	-1
Olfr1214	Olfr1214	chr2	-1
Olfr1215	Olfr1215	chr2	-1
Olfr1216	Olfr1216	chr2	-1
Olfr1217	Olfr1217	chr2	-1
Olfr1218	Olfr1218	chr2	-1
Olfr1219	Olfr1219	chr2	-1
Olfr122	Olfr122	chr17	1
Olfr1220	Olfr1220	chr2	-1
Olfr1221	Olfr1221	chr2	-1
Olfr1222	Olfr1222	chr2	-1
Olfr1223	Olfr1223	chr2	-1
Olfr1225	Olfr1225	chr2	-1
Olfr1226	Olfr1226	chr2	-1
Olfr1228	Olfr1228	chr2	-1
Olfr1229	Olfr1229	chr2	-1
Olfr123	Olfr123	chr17	1
Olfr1230	Olfr1230	chr2	-1
Olfr1231	Olfr1231	chr2	-1
Olfr1232	Olfr1232	chr2	-1
Olfr1233	Olfr1233	chr2	-1
Olfr1234	Olfr1234	chr2	-1
Olfr1238	Olfr1238	chr2	-1
Olfr1239	Olfr1239	chr2	-1
Olfr124	Olfr124	chr17	1
Olfr1240	Olfr1240	chr2	-1
Olfr1241	Olfr1241	chr2	-1
Olfr1242	Olfr1242	chr2	-1
Olfr1243	Olfr1243	chr2	-1
Olfr1245	Olfr1245	chr2	-1
Olfr1246	Olfr1246	chr2	-1
Olfr1247	Olfr1247	chr2	-1
Olfr1248	Olfr1248	chr2	-1
Olfr1249	Olfr1249	chr2	-1
Olfr125	Olfr125	chr17	1
Olfr1250	Olfr1250	chr2	-1
Olfr1251	Olfr1251	chr2	-1
Olfr1252	Olfr1252	chr2	-1
Olfr1253	Olfr1253	chr2	-1
Olfr1254	Olfr1254	chr2	-1
Olfr1255	Olfr1255	chr2	1
Olfr1256	Olfr1256	chr2	-1
Olfr1257	Olfr1257	chr2	1
Olfr1258	Olfr1258	chr2	1
Olfr1259	Olfr1259	chr2	-1
Olfr126	Olfr126	chr17	1
Olfr1260	Olfr1260	chr2	1
Olfr1261	Olfr1261	chr2	1
Olfr1262	Olfr1262	chr2	1
Olfr1263	Olfr1263	chr2	1
Olfr1264	Olfr1264	chr2	-1
Olfr1265	Olfr1265	chr2	1
Olfr1269	Olfr1269	chr2	-1
Olfr127	Olfr127	chr17	1
Olfr1270	Olfr1270	chr2	-1
Olfr1271	Olfr1271	chr2	-1
Olfr1272	Olfr1272	chr2	-1
Olfr1273-ps	Olfr1273-ps	chr2	-1
Olfr1274-ps	Olfr1274-ps	chr2	1
Olfr1275	Olfr1275	chr2	-1
Olfr1276	Olfr1276	chr2	1
Olfr1277	Olfr1277	chr2	-1
Olfr1278	Olfr1278	chr2	1
Olfr1279	Olfr1279	chr2	1
Olfr128	Olfr128	chr17	1
Olfr1280	Olfr1280	chr2	1
Olfr1281	Olfr1281	chr2	1
Olfr1282	Olfr1282	chr2	-1
Olfr1283	Olfr1283	chr2	1
Olfr1284	Olfr1284	chr2	1
Olfr1286	Olfr1286	chr2	-1
Olfr1287	Olfr1287	chr2	1
Olfr1288	Olfr1288	chr2	1
Olfr1289	Olfr1289	chr2	1
Olfr129	Olfr129	chr17	-1
Olfr1290	Olfr1290	chr2	-1
Olfr1294	Olfr1294	chr2	-1
Olfr1295	Olfr1295	chr2	-1
Olfr1297	Olfr1297	chr2	-1
Olfr1298	Olfr1298	chr2	-1
Olfr1299;Olfr1300-ps1	Olfr1299	chr2	1
Olfr1299;Olfr1300-ps1	Olfr1300-ps1	chr2	1
Olfr13	Olfr13	chr6	1
Olfr130	Olfr130	chr17	1
Olfr1301	Olfr1301	chr2	1
Olfr1302	Olfr1302	chr2	1
Olfr1303	Olfr1303	chr2	-1
Olfr1305	Olfr1305	chr2	-1
Olfr1306	Olfr1306	chr2	-1
Olfr1307	Olfr1307	chr2	-1
Olfr1308	Olfr1308	chr2	-1
Olfr1309	Olfr1309	chr2	-1
Olfr131	Olfr131	chr17	-1
Olfr1310	Olfr1310	chr2	-1
Olfr1311	Olfr1311	chr2	-1
Olfr1312	Olfr1312	chr2	-1
Olfr1313	Olfr1313	chr2	-1
Olfr1314	Olfr1314	chr2	-1
Olfr1316	Olfr1316	chr2	-1
Olfr1317	Olfr1317	chr2	1
Olfr1318	Olfr1318	chr2	1
Olfr132	Olfr132	chr17	-1
Olfr1320	Olfr1320	chrX	1
Olfr1321	Olfr1321	chrX	-1
Olfr1322	Olfr1322	chrX	-1
Olfr1323	Olfr1323	chrX	-1
Olfr1324	Olfr1324	chrX	-1
Olfr1325	Olfr1325	chrX	1
Olfr1328	Olfr1328	chr4	-1
Olfr1329	Olfr1329	chr4	-1
Olfr133	Olfr133	chr17	1
Olfr1330	Olfr1330	chr4	1
Olfr1331	Olfr1331	chr4	1
Olfr1333	Olfr1333	chr4	-1
Olfr1335	Olfr1335	chr4	-1
Olfr1336	Olfr1336	chr7	1
Olfr1337	Olfr1337	chr4	-1
Olfr1338	Olfr1338	chr4	-1
Olfr1339	Olfr1339	chr4	1
Olfr134	Olfr134	chr17	1
Olfr1340	Olfr1340	chr4	1
Olfr1341	Olfr1341	chr4	1
Olfr1342	Olfr1342	chr4	-1
Olfr1344	Olfr1344	chr7	1
Olfr1346	Olfr1346	chr7	1
Olfr1347	Olfr1347	chr7	-1
Olfr1348	Olfr1348	chr7	-1
Olfr1349	Olfr1349	chr7	-1
Olfr135	Olfr135	chr17	1
Olfr1350	Olfr1350	chr7	1
Olfr1351	Olfr1351	chr10	1
Olfr1352	Olfr1352	chr10	1
Olfr1353	Olfr1353	chr10	1
Olfr1354	Olfr1354	chr10	1
Olfr1355	Olfr1355	chr10	1
Olfr1356	Olfr1356	chr10	-1
Olfr1357	Olfr1357	chr10	-1
Olfr1359	Olfr1359	chr13	1
Olfr136	Olfr136	chr17	1
Olfr1360	Olfr1360	chr13	-1
Olfr1361	Olfr1361	chr13	-1
Olfr1362	Olfr1362	chr13	-1
Olfr1364	Olfr1364	chr13	-1
Olfr1366	Olfr1366	chr13	-1
Olfr1367	Olfr1367	chr13	1
Olfr1368	Olfr1368	chr13	-1
Olfr137	Olfr137	chr17	-1
Olfr1370	Olfr1370	chr13	-1
Olfr1371	Olfr1371	chr11	-1
Olfr1372-ps1	Olfr1372-ps1	chr11	-1
Olfr1373	Olfr1373	chr11	-1
Olfr1375	Olfr1375	chr11	1
Olfr1377	Olfr1377	chr11	1
Olfr1378	Olfr1378	chr11	1
Olfr138	Olfr138	chr17	1
Olfr1380	Olfr1380	chr11	1
Olfr1381	Olfr1381	chr11	1
Olfr1382	Olfr1382	chr11	1
Olfr1383	Olfr1383	chr11	1
Olfr1384	Olfr1384	chr11	1
Olfr1385	Olfr1385	chr11	1
Olfr1386	Olfr1386	chr11	1
Olfr1387	Olfr1387	chr11	1
Olfr1388	Olfr1388	chr11	1
Olfr1389	Olfr1389	chr11	1
Olfr139	Olfr139	chr11	-1
Olfr1390	Olfr1390	chr11	1
Olfr1391	Olfr1391	chr11	1
Olfr1392	Olfr1392	chr11	1
Olfr1393	Olfr1393	chr11	1
Olfr1394	Olfr1394	chr11	1
Olfr1395	Olfr1395	chr11	1
Olfr1396	Olfr1396	chr11	-1
Olfr140	Olfr140	chr2	-1
Olfr1402	Olfr1402	chr3	-1
Olfr1404	Olfr1404	chr1	1
Olfr1406	Olfr1406	chr1	-1
Olfr1408	Olfr1408	chr1	-1
Olfr141	Olfr141	chr2	-1
Olfr1410	Olfr1410	chr1	1
Olfr1411	Olfr1411	chr1	1
Olfr1412	Olfr1412	chr1	1
Olfr1413	Olfr1413	chr1	1
Olfr1414	Olfr1414	chr1	-1
Olfr1415	Olfr1415	chr1	-1
Olfr1416	Olfr1416	chr1	-1
Olfr1417	Olfr1417	chr19	-1
Olfr1418	Olfr1418	chr19	-1
Olfr1419	Olfr1419	chr19	-1
Olfr142	Olfr142	chr2	-1
Olfr1420	Olfr1420	chr19	1
Olfr1423	Olfr1423	chr19	-1
Olfr1424	Olfr1424	chr19	-1
Olfr1425	Olfr1425	chr19	-1
Olfr1426	Olfr1426	chr19	-1
Olfr1427	Olfr1427	chr19	-1
Olfr1428	Olfr1428	chr19	-1
Olfr143	Olfr143	chr9	1
Olfr1431	Olfr1431	chr19	1
Olfr1432	Olfr1432	chr19	-1
Olfr1434	Olfr1434	chr19	1
Olfr1436	Olfr1436	chr19	-1
Olfr1437	Olfr1437	chr19	-1
Olfr1440	Olfr1440	chr19	1
Olfr1441	Olfr1441	chr19	1
Olfr1442	Olfr1442	chr19	1
Olfr1443	Olfr1443	chr19	1
Olfr1444	Olfr1444	chr19	1
Olfr1445	Olfr1445	chr19	1
Olfr1446	Olfr1446	chr19	-1
Olfr1447	Olfr1447	chr19	-1
Olfr1448	Olfr1448	chr19	-1
Olfr1449	Olfr1449	chr19	1
Olfr145	Olfr145	chr9	1
Olfr1450	Olfr1450	chr19	1
Olfr1451	Olfr1451	chr19	1
Olfr1453	Olfr1453	chr19	-1
Olfr1454	Olfr1454	chr19	1
Olfr1457	Olfr1457	chr19	-1
Olfr1459	Olfr1459	chr19	-1
Olfr146	Olfr146	chr9	-1
Olfr1461	Olfr1461	chr19	1
Olfr1462	Olfr1462	chr19	1
Olfr1463	Olfr1463	chr19	1
Olfr1465	Olfr1465	chr19	-1
Olfr1466	Olfr1466	chr19	1
Olfr1467	Olfr1467	chr19	1
Olfr1469	Olfr1469	chr19	1
Olfr147	Olfr147	chr9	1
Olfr1471	Olfr1471	chr19	1
Olfr1472	Olfr1472	chr19	-1
Olfr1474	Olfr1474	chr19	1
Olfr1475	Olfr1475	chr19	-1
Olfr1477	Olfr1477	chr19	1
Olfr148	Olfr148	chr9	1
Olfr1480	Olfr1480	chr19	1
Olfr1484	Olfr1484	chr19	1
Olfr1487	Olfr1487	chr19	1
Olfr1489	Olfr1489	chr19	1
Olfr149	Olfr149	chr9	-1
Olfr1490	Olfr1490	chr19	1
Olfr1491	Olfr1491	chr19	1
Olfr1494	Olfr1494	chr19	1
Olfr1495	Olfr1495	chr19	1
Olfr1496	Olfr1496	chr19	1
Olfr1497	Olfr1497	chr19	-1
Olfr1499	Olfr1499	chr19	-1
Olfr15	Olfr15	chr16	1
Olfr150	Olfr150	chr9	1
Olfr1500	Olfr1500	chr19	-1
Olfr1501	Olfr1501	chr19	-1
Olfr1502	Olfr1502	chr19	1
Olfr1504	Olfr1504	chr19	-1
Olfr1505	Olfr1505	chr19	1
Olfr1507	Olfr1507	chr14	-1
Olfr1508	Olfr1508	chr14	-1
Olfr1509	Olfr1509	chr14	1
Olfr151	Olfr151	chr9	-1
Olfr1510	Olfr1510	chr14	-1
Olfr1511	Olfr1511	chr14	-1
Olfr1512	Olfr1512	chr14	-1
Olfr1513	Olfr1513	chr14	-1
Olfr152	Olfr152	chr2	1
Olfr153	Olfr153	chr2	1
Olfr1532-ps1	Olfr1532-ps1	chr7	1
Olfr1535	Olfr1535	chr13	-1
Olfr1537	Olfr1537	chr9	-1
Olfr154	Olfr154	chr2	-1
Olfr155	Olfr155	chr4	1
Olfr156	Olfr156	chr4	-1
Olfr157	Olfr157	chr4	-1
Olfr159	Olfr159	chr4	-1
Olfr16	Olfr16	chr1	1
Olfr160	Olfr160	chr9	-1
Olfr161	Olfr161	chr16	1
Olfr164	Olfr164	chr16	-1
Olfr165	Olfr165	chr16	-1
Olfr166	Olfr166	chr16	1
Olfr167	Olfr167	chr16	-1
Olfr168	Olfr168	chr16	-1
Olfr169	Olfr169	chr16	-1
Olfr17	Olfr17	chr7	1
Olfr170	Olfr170	chr16	-1
Olfr171	Olfr171	chr16	-1
Olfr172	Olfr172	chr16	-1
Olfr173	Olfr173	chr16	-1
Olfr175-ps1	Olfr175-ps1	chr16	-1
Olfr177	Olfr177	chr16	-1
Olfr178	Olfr178	chr16	-1
Olfr18	Olfr18	chr9	-1
Olfr180	Olfr180	chr16	-1
Olfr181	Olfr181	chr16	-1
Olfr183	Olfr183	chr16	1
Olfr186	Olfr186	chr16	-1
Olfr187	Olfr187	chr16	-1
Olfr19	Olfr19	chr16	-1
Olfr190	Olfr190	chr16	-1
Olfr191	Olfr191	chr16	-1
Olfr192	Olfr192	chr16	-1
Olfr193	Olfr193	chr16	-1
Olfr194	Olfr194	chr16	-1
Olfr195	Olfr195	chr16	1
Olfr196	Olfr196	chr16	-1
Olfr197	Olfr197	chr16	-1
Olfr198	Olfr198	chr16	-1
Olfr199	Olfr199	chr16	-1
Olfr2	Olfr2	chr7	-1
Olfr201	Olfr201	chr16	-1
Olfr202	Olfr202	chr16	-1
Olfr203	Olfr203	chr16	1
Olfr204	Olfr204	chr16	-1
Olfr205	Olfr205	chr16	-1
Olfr206	Olfr206	chr16	-1
Olfr207	Olfr207	chr16	-1
Olfr20;Spata22	Olfr20	chr11	1
Olfr20;Spata22	Spata22	chr11	1
Olfr211	Olfr211	chr6	1
Olfr212	Olfr212	chr6	1
Olfr213	Olfr213	chr6	1
Olfr214	Olfr214	chr6	1
Olfr215	Olfr215	chr6	-1
Olfr218	Olfr218	chr1	1
Olfr220	Olfr220	chr1	1
Olfr221	Olfr221	chr14	-1
Olfr222	Olfr222	chr11	-1
Olfr223	Olfr223	chr11	-1
Olfr224	Olfr224	chr11	-1
Olfr225	Olfr225	chr11	1
Olfr228	Olfr228	chr2	-1
Olfr229	Olfr229	chr9	1
Olfr23	Olfr23	chr11	1
Olfr231	Olfr231	chr1	-1
Olfr235	Olfr235	chr19	1
Olfr237-ps1	Olfr237-ps1	chr6	1
Olfr239	Olfr239	chr17	1
Olfr24	Olfr24	chr9	-1
Olfr242;Olfr27	Olfr242	chr9	1
Olfr242;Olfr27	Olfr27	chr9	1
Olfr243	Olfr243	chr7	1
Olfr247	Olfr247	chr10	-1
Olfr248	Olfr248	chr1	1
Olfr25	Olfr25	chr9	1
Olfr259	Olfr259	chr2	-1
Olfr26	Olfr26	chr9	1
Olfr262	Olfr262	chr19	-1
Olfr263	Olfr263	chr13	1
Olfr266	Olfr266	chr3	-1
Olfr267	Olfr267	chr4	-1
Olfr270	Olfr270	chr4	1
Olfr272	Olfr272	chr4	-1
Olfr273	Olfr273	chr4	-1
Olfr279	Olfr279	chr15	1
Olfr281	Olfr281	chr15	1
Olfr282	Olfr282	chr15	1
Olfr283	Olfr283	chr15	-1
Olfr284	Olfr284	chr15	-1
Olfr285	Olfr285	chr15	-1
Olfr286	Olfr286	chr15	-1
Olfr287;Olfr288	Olfr287	chr15	-1
Olfr287;Olfr288	Olfr288	chr15	-1
Olfr290	Olfr290	chr7	1
Olfr291	Olfr291	chr7	1
Olfr292	Olfr292	chr7	1
Olfr293	Olfr293	chr7	1
Olfr294	Olfr294	chr7	-1
Olfr295	Olfr295	chr7	1
Olfr297	Olfr297	chr7	1
Olfr298	Olfr298	chr7	-1
Olfr299	Olfr299	chr7	1
Olfr29-ps1	Olfr29-ps1	chr4	-1
Olfr3	Olfr3	chr2	-1
Olfr30	Olfr30	chr11	-1
Olfr301	Olfr301	chr7	1
Olfr303	Olfr303	chr7	-1
Olfr304	Olfr304	chr7	-1
Olfr305	Olfr305	chr7	-1
Olfr307	Olfr307	chr7	-1
Olfr308	Olfr308	chr7	-1
Olfr309	Olfr309	chr7	-1
Olfr31	Olfr31	chr14	1
Olfr310	Olfr310	chr7	-1
Olfr311	Olfr311	chr11	1
Olfr312	Olfr312	chr11	1
Olfr313	Olfr313	chr11	1
Olfr314	Olfr314	chr11	1
Olfr315	Olfr315	chr11	1
Olfr316	Olfr316	chr11	1
Olfr317	Olfr317	chr11	-1
Olfr318	Olfr318	chr11	-1
Olfr319	Olfr319	chr11	1
Olfr32	Olfr32	chr2	-1
Olfr320	Olfr320	chr11	1
Olfr322	Olfr322	chr11	1
Olfr323	Olfr323	chr11	-1
Olfr324	Olfr324	chr11	1
Olfr325	Olfr325	chr11	1
Olfr328	Olfr328	chr11	-1
Olfr329-ps	Olfr329-ps	chr11	-1
Olfr33	Olfr33	chr7	-1
Olfr330	Olfr330	chr11	-1
Olfr331	Olfr331	chr11	-1
Olfr332	Olfr332	chr11	-1
Olfr338	Olfr338	chr2	1
Olfr339	Olfr339	chr2	1
Olfr340	Olfr340	chr2	1
Olfr341	Olfr341	chr2	-1
