chrom	start	end	strand	gene_name
chr1	137029151	137029152	-1	Ptprv
chr6	22825501	22825502	1	Ptprz1
chr11	100831930	100831931	-1	Ptrf
chr2	32631340	32631341	1	Ptrh1
chr11	86497484	86497485	1	Ptrh2
chr9	50336745	50336746	-1	Pts
chr11	43239749	43239750	-1	Pttg1
chr11	43239482	43239483	-1	Pttg1
chr10	77044511	77044512	1	Pttg1ip
chr3	66023808	66023809	1	Ptx3
chr17	25257704	25257705	1	Ptx4
chr15	75911375	75911376	-1	Puf60
chr15	75911299	75911300	-1	Puf60
chr4	130219273	130219274	1	Pum1
chr4	130219271	130219272	1	Pum1
chr12	8681064	8681065	1	Pum2
chr12	8680939	8680940	1	Pum2
chr12	8681486	8681487	1	Pum2
chr18	36440815	36440816	1	Pura
chr11	6375919	6375920	-1	Purb
chr8	34496801	34496802	1	Purg
chr5	111209633	111209634	-1	Pus1
chr5	111209614	111209615	-1	Pus1
chr5	111208985	111208986	-1	Pus1
chr11	23565673	23565674	1	Pus10
chr11	23565975	23565976	1	Pus10
chr5	23289478	23289479	-1	Pus7
chr15	94373937	94373938	-1	Pus7l
chr4	155265870	155265871	-1	Pusl1
chr4	155265857	155265858	-1	Pusl1
chr15	78034581	78034582	-1	Pvalb
chr15	78034666	78034667	-1	Pvalb
chr15	78036829	78036830	-1	Pvalb
chr7	20506491	20506492	-1	Pvr
chr9	43552658	43552659	1	Pvrl1
chr7	20334921	20334922	-1	Pvrl2
chr16	46497079	46497080	-1	Pvrl3
chr1	173300303	173300304	1	Pvrl4
chr1	173300229	173300230	1	Pvrl4
chr15	61869541	61869542	1	Pvt1
chr15	61870811	61870812	1	Pvt1
chr15	61938702	61938703	1	Pvt1
chr10	85334575	85334576	1	Pwp1
chr10	77647893	77647894	-1	Pwp2
chr11	43495499	43495500	1	Pwwp2a
chr11	43518035	43518036	1	Pwwp2a
chr7	146434380	146434381	1	Pwwp2b
chr12	30622900	30622901	1	Pxdn
chr12	30684828	30684829	1	Pxdn
chr5	110715186	110715187	-1	Pxmp2
chr2	154429408	154429409	-1	Pxmp4
chr5	115956710	115956711	1	Pxn
chr5	115994804	115994805	1	Pxn
chr17	29079206	29079207	-1	Pxt1
chr7	135137380	135137381	-1	Pycard
chr11	120504983	120504984	-1	Pycr1
chr11	120505008	120505009	-1	Pycr1
chr1	175603810	175603811	1	Pydc3
chr1	175529404	175529405	-1	Pydc4
chr2	150612531	150612532	1	Pygb
chr19	6384428	6384429	1	Pygm
chr9	72773456	72773457	1	Pygo1
chr3	89234758	89234759	1	Pygo2
chr3	89234182	89234183	1	Pygo2
chr3	89234953	89234954	1	Pygo2
chr1	175560989	175560990	1	Pyhin1
chr6	142294216	142294217	1	Pyroxd1
chr19	42827264	42827265	-1	Pyroxd2
chr11	101969089	101969090	-1	Pyy
chr6	128476737	128476738	-1	Pzp
chr9	108410335	108410336	1	Qars
chr9	108411809	108411810	1	Qars
chr5	45841467	45841468	-1	Qdpr
chr17	10512225	10512226	-1	Qk
chr17	79451245	79451246	1	Qpct
chr7	19734544	19734545	-1	Qpctl
chr7	134265542	134265543	-1	Qprt
chr2	31666037	31666038	-1	Qrfp
chr3	36121196	36121197	-1	Qrfpr
chr9	108419417	108419418	1	Qrich1
chr9	108420246	108420247	1	Qrich1
chr11	116315660	116315661	-1	Qrich2
chr10	43621541	43621542	-1	Qrsl1
chr2	104656852	104656853	-1	Qser1
chr1	157660028	157660029	-1	Qsox1
chr2	26092939	26092940	-1	Qsox2
chr2	26080890	26080891	-1	Qsox2
chr9	21216280	21216281	1	Qtrt1
chr16	43889788	43889789	-1	Qtrtd1
chr16	43926920	43926921	-1	Qtrtd1
chr16	43881325	43881326	-1	Qtrtd1
chr14	70107386	70107387	-1	R3hcc1
chr14	70114607	70114608	-1	R3hcc1
chr14	70107299	70107300	-1	R3hcc1
chr2	163318053	163318054	1	R3hdml
chr7	150239272	150239273	-1	R74862
chr9	64585562	64585563	-1	Rab11a
chr17	33897430	33897431	-1	Rab11b
chr8	28285117	28285118	-1	Rab11fip1
chr19	60019266	60019267	-1	Rab11fip2
chr19	60019556	60019557	-1	Rab11fip2
chr17	26206121	26206122	-1	Rab11fip3
chr17	26158804	26158805	-1	Rab11fip3
chr11	79404713	79404714	1	Rab11fip4
chr3	90024738	90024739	1	Rab13
chr3	90017636	90017637	1	Rab13
chr12	77923510	77923511	-1	Rab15
chr1	92864243	92864244	-1	Rab17
chr1	92866196	92866197	-1	Rab17
chr18	6765202	6765203	1	Rab18
chr6	39331426	39331427	1	Rab19
chr8	11478498	11478499	-1	Rab20
chr10	114752646	114752647	-1	Rab21
chr2	173485345	173485346	1	Rab22a
chr1	33776740	33776741	1	Rab23
chr1	33777263	33777264	1	Rab23
chr13	55423340	55423341	-1	Rab24
chr3	88352200	88352201	-1	Rab25
chr17	24670691	24670692	-1	Rab26
chr9	72892671	72892672	1	Rab27a
chr9	72912049	72912050	1	Rab27a
chr9	72943915	72943916	1	Rab27a
chr18	70301243	70301244	-1	Rab27b
chr18	70213022	70213023	-1	Rab27b
chr4	8462790	8462791	1	Rab2a
chr14	52899069	52899070	-1	Rab2b
chr7	99890223	99890224	1	Rab30
chr7	99968414	99968415	1	Rab30
chr17	66122091	66122092	-1	Rab31
chr10	10278004	10278005	-1	Rab32
chrX	45872646	45872647	1	Rab33a
chr3	51287887	51287888	1	Rab33b
chr11	78001928	78001929	1	Rab34
chr11	78002249	78002250	1	Rab34
chr10	74499833	74499834	1	Rab36
chr10	74501177	74501178	1	Rab36
chr10	74499970	74499971	1	Rab36
chr11	115015491	115015492	1	Rab37
chr11	114952744	114952745	1	Rab37
chr7	95578782	95578783	1	Rab38
chr9	53514336	53514337	-1	Rab39
chrX	72823542	72823543	-1	Rab39b
chr8	73278577	73278578	1	Rab3a
chr8	73279408	73279409	1	Rab3a
chr4	108551674	108551675	1	Rab3b
chr4	108562894	108562895	1	Rab3b
chr13	111070413	111070414	-1	Rab3c
chr13	111071203	111071204	-1	Rab3c
chr9	21722564	21722565	-1	Rab3d
chr1	129765349	129765350	1	Rab3gap1
chr1	187028046	187028047	1	Rab3gap2
chr1	187070514	187070515	1	Rab3gap2
chr1	187071690	187071691	1	Rab3gap2
chr1	187090911	187090912	1	Rab3gap2
chr10	116387435	116387436	-1	Rab3ip
chr10	116374710	116374711	-1	Rab3ip
chr11	121249564	121249565	-1	Rab40b
chr17	26056658	26056659	-1	Rab40c
chr6	87761772	87761773	-1	Rab43
chr6	87759747	87759748	-1	Rab43
chr17	29272000	29272001	1	Rab44
chr8	126329895	126329896	1	Rab4a
chr17	53618558	53618559	1	Rab5a
chr10	128133323	128133324	-1	Rab5b
chr10	128133287	128133288	-1	Rab5b
chr11	100599443	100599444	-1	Rab5c
chr9	103014403	103014404	1	Rab6b
chr6	87963691	87963692	-1	Rab7
chr6	87995225	87995226	-1	Rab7
chr6	87969788	87969789	-1	Rab7
chr1	133585271	133585272	1	Rab7b
chrX	162917621	162917622	-1	Rab9
chrX	133403078	133403079	-1	Rab9b
chr11	70658264	70658265	1	Rabep1
chr11	70730816	70730817	1	Rabep1
chr7	133572280	133572281	1	Rabep2
chr7	133572953	133572954	1	Rabep2
chr7	133581883	133581884	1	Rabep2
chr2	37298804	37298805	1	Rabgap1
chr2	37307773	37307774	1	Rabgap1
chr1	162723068	162723069	-1	Rabgap1l
chr1	162281701	162281702	-1	Rabgap1l
chr5	130647688	130647689	1	Rabgef1
chr5	130663049	130663050	1	Rabgef1
chr14	56341012	56341013	-1	Rabggta
chr14	56341017	56341018	-1	Rabggta
chr14	56341093	56341094	-1	Rabggta
chr3	153575929	153575930	-1	Rabggtb;Snord45c
chr3	153573930	153573931	-1	Rabggtb;Snord45c
chr3	153575166	153575167	-1	Rabggtb;Snord45c
chr3	153575956	153575957	-1	Rabggtb;Snord45c
chr3	153575152	153575153	-1	Rabggtb;Snord45c
chr1	136391236	136391237	1	Rabif
chr15	89422353	89422354	-1	Rabl2
chr15	89420856	89420857	-1	Rabl2
chr16	37539979	37539980	1	Rabl3
chr5	144288860	144288861	-1	Rac1
chr15	78403212	78403213	-1	Rac2
chr11	120582781	120582782	1	Rac3
chr15	99482051	99482052	-1	Racgap1
chr11	48615534	48615535	1	Rack1;Snord96a
chr15	10415788	10415789	1	Rad1
chr15	10415803	10415804	1	Rad1
chr13	101421013	101421014	-1	Rad17
chr6	112646663	112646664	-1	Rad18
chr6	112646641	112646642	-1	Rad18
chr15	51823305	51823306	-1	Rad21
chr8	87364539	87364540	-1	Rad23a
chr4	55362913	55362914	1	Rad23b
chr4	55391105	55391106	1	Rad23b
chr11	53520820	53520821	-1	Rad50
chr11	53482014	53482015	-1	Rad50
chr2	118938552	118938553	1	Rad51
chr6	126889572	126889573	-1	Rad51ap1
chr12	11462884	11462885	1	Rad51ap2
chr11	87217996	87217997	-1	Rad51c
chr6	119852715	119852716	1	Rad52
chr9	106691543	106691544	-1	Rad54l2
chr5	122804203	122804204	-1	Rad9b
chr5	122804232	122804233	-1	Rad9b
chr5	143027030	143027031	-1	Radil
chr5	142985612	142985613	-1	Radil
chr2	172825637	172825638	1	Rae1
chr6	115626652	115626653	-1	Raf1
chr6	115625875	115625876	-1	Raf1
chr2	101464904	101464905	1	Rag2
chr11	59918514	59918515	1	Rai1
chr11	59953583	59953584	1	Rai1
chr15	10643294	10643295	-1	Rai14
chr15	10644385	10644386	-1	Rai14
chr15	10643852	10643853	-1	Rai14
chrX	158154967	158154968	1	Rai2
chrX	158155484	158155485	1	Rai2
chr13	18036050	18036051	-1	Rala
chr1	121401358	121401359	-1	Ralb
chr17	66234262	66234263	-1	Ralbp1
chr17	66235094	66235095	-1	Ralbp1
chr17	66217169	66217170	-1	Ralbp1
chr12	56922153	56922154	-1	Ralgapa1
chr12	56794769	56794770	-1	Ralgapa1
chr2	146337739	146337740	-1	Ralgapa2
chr2	158235588	158235589	1	Ralgapb
chr2	28368686	28368687	1	Ralgds
chr2	28388983	28388984	1	Ralgds
chr2	33226997	33226998	-1	Ralgps1
chr1	158869756	158869757	-1	Ralgps2
chr1	158869517	158869518	-1	Ralgps2
chr1	158868948	158868949	-1	Ralgps2
chr1	158743698	158743699	-1	Ralgps2
chr3	13471654	13471655	1	Ralyl
chr3	13946371	13946372	1	Ralyl
chr3	13471681	13471682	1	Ralyl
chr3	13473219	13473220	1	Ralyl
chr1	93076398	93076399	1	Ramp1
chr11	101107647	101107648	1	Ramp2;Vps25
chr11	101114917	101114918	1	Ramp2;Vps25
chr11	6558535	6558536	1	Ramp3
chr5	129526030	129526031	1	Ran
chr5	129526311	129526312	1	Ran
chr16	18248786	18248787	-1	Ranbp1
chr8	108351249	108351250	-1	Ranbp10
chr11	33413745	33413746	-1	Ranbp17
chr11	33420680	33420681	-1	Ranbp17
chr11	33218490	33218491	-1	Ranbp17
chr17	56812679	56812680	1	Ranbp3
chr17	56841911	56841912	1	Ranbp3
chr15	8918118	8918119	1	Ranbp3l
chr19	29887463	29887464	-1	Ranbp6
chr13	43576341	43576342	-1	Ranbp9
chr15	81560348	81560349	-1	Rangap1
chr11	68787321	68787322	-1	Rangrf
chr3	105604253	105604254	-1	Rap1a
chr10	117283029	117283030	-1	Rap1b
chr4	137237617	137237618	1	Rap1gap
chr4	137220682	137220683	1	Rap1gap
chr11	74403659	74403660	-1	Rap1gap2
chr11	74238772	74238773	-1	Rap1gap2
chr11	74221525	74221526	-1	Rap1gap2
chr3	138738162	138738163	-1	Rap1gds1
chr14	120877682	120877683	1	Rap2a
chr3	61168428	61168429	1	Rap2b
chrX	48371194	48371195	-1	Rap2c
chr2	29475239	29475240	1	Rapgef1
chr2	29557712	29557713	1	Rapgef1
chr3	78949796	78949797	-1	Rapgef2
chr3	78948808	78948809	-1	Rapgef2
chr3	78977119	78977120	-1	Rapgef2
chr15	97598096	97598097	-1	Rapgef3
chr2	71819271	71819272	1	Rapgef4
chr2	71892673	71892674	1	Rapgef4
chr12	118754951	118754952	1	Rapgef5
chr12	118772411	118772412	1	Rapgef5
chr11	98698098	98698099	1	Rapgefl1
chr11	98711645	98711646	1	Rapgefl1
chr1	60623608	60623609	-1	Raph1
chr2	90875783	90875784	1	Rapsn
chr11	98799009	98799010	1	Rara
chr11	98801024	98801025	1	Rara
chr11	98821784	98821785	1	Rara
chr11	98826185	98826186	1	Rara
chr14	17407723	17407724	-1	Rarb
chr14	17651647	17651648	-1	Rarb
chr14	17407757	17407758	-1	Rarb
chr15	102087913	102087914	-1	Rarg
chr15	102076782	102076783	-1	Rarg
chr3	67319444	67319445	-1	Rarres1
chr11	35648029	35648030	-1	Rars
chr4	34562206	34562207	1	Rars2
chr13	85429090	85429091	-1	Rasa1
chr13	85428734	85428735	-1	Rasa1
chr9	96531921	96531922	-1	Rasa2
chr9	96531954	96531955	-1	Rasa2
chr8	13677586	13677587	-1	Rasa3
chr8	13584037	13584038	-1	Rasa3
chr5	121098830	121098831	1	Rasal1
chr5	121099233	121099234	1	Rasal1
chr1	159342725	159342726	-1	Rasal2
chr17	32540525	32540526	-1	Rasal3
chr17	32540503	32540504	-1	Rasal3
chr11	59778443	59778444	-1	Rasd1
chr8	77737842	77737843	1	Rasd2
chr4	73436505	73436506	-1	Rasef
chr4	73436616	73436617	-1	Rasef
chr4	73426456	73426457	-1	Rasef
chr4	73408865	73408866	-1	Rasef
chr5	99681945	99681946	-1	Rasgef1b
chr5	99651466	99651467	-1	Rasgef1b
chr11	49715336	49715337	1	Rasgef1c
chr9	89804612	89804613	1	Rasgrf1
chr13	92901448	92901449	-1	Rasgrf2
chr13	92127646	92127647	-1	Rasgrf2
chr2	117168612	117168613	-1	Rasgrp1
chr19	6400582	6400583	1	Rasgrp2
chr19	6408404	6408405	1	Rasgrp2
chr19	6404653	6404654	1	Rasgrp2
chr19	6403023	6403024	1	Rasgrp2
chr17	75864877	75864878	1	Rasgrp3
chr17	75835244	75835245	1	Rasgrp3
chr7	29919951	29919952	1	Rasgrp4
chr7	29924062	29924063	1	Rasgrp4
chr11	4958130	4958131	1	Rasl10a
chr11	83223573	83223574	1	Rasl10b
chr11	83223189	83223190	1	Rasl10b
chr11	83222818	83222819	1	Rasl10b
chr5	147656646	147656647	1	Rasl11a
chr5	147656991	147656992	1	Rasl11a
chr5	74591350	74591351	1	Rasl11b
chr9	65246294	65246295	1	Rasl12
chr9	107456986	107456987	1	Rassf1
chr9	107453927	107453928	1	Rassf1
chr7	120097475	120097476	1	Rassf10
chr2	131855723	131855724	-1	Rassf2
chr2	131846908	131846909	-1	Rassf2
chr10	120913305	120913306	-1	Rassf3
chr5	91069512	91069513	-1	Rassf6
chr5	91069650	91069651	-1	Rassf6
chr7	148401758	148401759	1	Rassf7
chr6	145756902	145756903	1	Rassf8
chr6	145768009	145768010	1	Rassf8
chr10	101974855	101974856	1	Rassf9
chr4	100741642	100741643	1	Raver2
chr18	66098742	66098743	-1	Rax
chr14	73725597	73725598	-1	Rb1
chr1	6204742	6204743	1	Rb1cc1
chr1	6224309	6224310	1	Rb1cc1
chr1	6231050	6231051	1	Rb1cc1
chr5	143942421	143942422	-1	Rbak
chr4	129012613	129012614	-1	Rbbp4
chr1	134373943	134373944	1	Rbbp5
chr7	130114077	130114078	1	Rbbp6
chr7	130140456	130140457	1	Rbbp6
chrX	159198303	159198304	1	Rbbp7
chr2	144376594	144376595	-1	Rbbp9
chr18	80397357	80397358	-1	Rbfa
chr16	5884885	5884886	1	Rbfox1
chr16	7069927	7069928	1	Rbfox1
chr16	6349128	6349129	1	Rbfox1
chr15	77137482	77137483	-1	Rbfox2
chr15	76984241	76984242	-1	Rbfox2
chr11	118770885	118770886	-1	Rbfox3
chr11	118772910	118772911	-1	Rbfox3
chr11	118374717	118374718	-1	Rbfox3
chr5	31999982	31999983	-1	Rbks
chr2	157030269	157030270	-1	Rbl1
chr8	93593992	93593993	1	Rbl2
chrX	20194884	20194885	1	Rbm10
chrX	20194628	20194629	1	Rbm10
chrX	20224440	20224441	1	Rbm10
chr16	75593135	75593136	1	Rbm11
chr3	107136206	107136207	-1	Rbm15
chr9	106789330	106789331	-1	Rbm15b
chr2	11524825	11524826	-1	Rbm17
chr2	35992223	35992224	-1	Rbm18
chr5	120566521	120566522	1	Rbm19
chr19	53751795	53751796	1	Rbm20
chr19	53917699	53917700	1	Rbm20
chr18	60720439	60720440	1	Rbm22
chr13	46513668	46513669	1	Rbm24
chr18	42435006	42435007	1	Rbm27
chr18	42458774	42458775	1	Rbm27
chr18	42461376	42461377	1	Rbm27
chr18	42459903	42459904	1	Rbm27
chr6	29114723	29114724	-1	Rbm28
chr6	29105090	29105091	-1	Rbm28
chrX	7722927	7722928	-1	Rbm3
chrX	7720043	7720044	-1	Rbm3
chr5	28643728	28643729	1	Rbm33
chr8	129494978	129494979	-1	Rbm34
chr2	172847402	172847403	1	Rbm38
chr2	156005975	156005976	-1	Rbm39
chr2	156005312	156005313	-1	Rbm39
chr2	156003285	156003286	-1	Rbm39
chr2	155999887	155999888	-1	Rbm39
chrX	136533133	136533134	-1	Rbm41
chrX	136528642	136528643	-1	Rbm41
chr1	93041679	93041680	1	Rbm44
chr2	76208040	76208041	1	Rbm45
chr3	82680404	82680405	-1	Rbm46
chr19	4756524	4756525	1	Rbm4b
chr9	107673332	107673333	-1	Rbm5
chr9	107662893	107662894	-1	Rbm5
chr9	107655404	107655405	-1	Rbm5
chr3	96433850	96433851	1	Rbm8a
chr2	60719494	60719495	-1	Rbms1
chr2	60801260	60801261	-1	Rbms1
chr2	60727086	60727087	-1	Rbms1
chr2	60618997	60618998	-1	Rbms1
chr10	127617352	127617353	-1	Rbms2
chr10	127613623	127613624	-1	Rbms2
chr9	117161600	117161601	-1	Rbms3
chr9	117539030	117539031	-1	Rbms3
chr9	116732013	116732014	-1	Rbms3
chr9	117160692	117160693	-1	Rbms3
chrX	54646212	54646213	-1	Rbmx
chrX	46048180	46048181	1	Rbmx2
chr7	114352958	114352959	1	Rbmxl2
chr9	98323379	98323380	1	Rbp1
chr9	98390955	98390956	1	Rbp2
chr14	34767207	34767208	1	Rbp3
chr19	38199810	38199811	-1	Rbp4
chr19	38199300	38199301	-1	Rbp4
chr4	148829076	148829077	-1	Rbp7
chr2	164228693	164228694	1	Rbpjl
chr8	35040312	35040313	-1	Rbpms
chr9	65478388	65478389	1	Rbpms2
chr15	81296745	81296746	1	Rbx1
chr1	162836541	162836542	1	Rc3h1
chr16	92466390	92466391	-1	Rcan1
chr16	92400321	92400322	-1	Rcan1
chr17	43938799	43938800	1	Rcan2
chr17	44090139	44090140	1	Rcan2
chr17	44089947	44089948	1	Rcan2
chr14	59820064	59820065	1	Rcbtb1
chr14	73542316	73542317	1	Rcbtb2
chr14	73542591	73542592	1	Rcbtb2
chr14	73573529	73573530	1	Rcbtb2
chr14	73574196	73574197	1	Rcbtb2
chr4	131901664	131901665	-1	Rcc1
chr4	140257387	140257388	1	Rcc2
chr7	87469339	87469340	-1	Rccd1
chr5	92392093	92392094	-1	Rchy1
chr19	29175864	29175865	1	Rcl1
chr2	105239475	105239476	-1	Rcn1
chr9	55889651	55889652	1	Rcn2
chr7	52347582	52347583	-1	Rcn3
chr7	52347521	52347522	-1	Rcn3
chr12	112278008	112278009	1	Rcor1
chr19	7344254	7344255	1	Rcor2
chr19	7341893	7341894	1	Rcor2
chr19	7343151	7343152	1	Rcor2
chr11	67508827	67508828	1	Rcvrn
chr1	193801253	193801254	1	Rd3
chr1	16095962	16095963	1	Rdh10
chr12	80292805	80292806	-1	Rdh11
chr12	80291930	80291931	-1	Rdh11
chr12	80309900	80309901	1	Rdh12
chr12	80313064	80313065	1	Rdh12
chr7	4397258	4397259	-1	Rdh13
chr12	10397585	10397586	1	Rdh14
chr10	127238208	127238209	1	Rdh16;Rdh18-ps
chr10	127261271	127261272	1	Rdh16;Rdh18-ps
chr10	127286983	127286984	1	Rdh19
chr10	127196818	127196819	1	Rdh1;Rdh9
chr10	127213460	127213461	1	Rdh1;Rdh9
chr10	128356352	128356353	-1	Rdh5
chr10	127325788	127325789	-1	Rdh7
chr9	20622947	20622948	1	Rdh8
chr11	101489262	101489263	1	Rdm1
chr14	56237006	56237007	1	Rec8
chr4	43888401	43888402	1	Reck
chr6	142335606	142335607	-1	Recql
chr6	142315324	142315325	-1	Recql
chr15	76540905	76540906	-1	Recql4
chr11	115794319	115794320	-1	Recql5
chr6	71657853	71657854	1	Reep1
chr18	35000311	35000312	1	Reep2
chr18	35005440	35005441	1	Reep2
chr14	70945429	70945430	1	Reep4
chr18	34533068	34533069	-1	Reep5
chr10	79792914	79792915	1	Reep6
chr6	78375976	78375977	1	Reg1
chr6	78355148	78355149	1	Reg2
chr6	78330702	78330703	1	Reg3a
chr6	78320878	78320879	1	Reg3b
chr6	78328858	78328859	-1	Reg3d
chr6	78418867	78418868	-1	Reg3g
chr3	98026078	98026079	1	Reg4
chr19	5637489	5637490	1	Rela
chr7	20214786	20214787	-1	Relb
chr7	20205190	20205191	-1	Relb
chr5	64360135	64360136	-1	Rell1
chr18	38115212	38115213	1	Rell2
chr5	21850522	21850523	-1	Reln
chr5	21438657	21438658	-1	Reln
chr5	21516119	21516120	-1	Reln
chr5	21416872	21416873	-1	Reln
chr7	108011926	108011927	-1	Relt
chr14	55094936	55094937	1	Rem2
chr6	146981058	146981059	1	Rep15
chr6	48543881	48543882	1	Repin1
chr10	17775745	17775746	1	Reps1
chrX	159081532	159081533	-1	Reps2
chrX	159003447	159003448	-1	Reps2
chr4	154460405	154460406	-1	Rer1
chr4	149656024	149656025	1	Rere
chr4	149780304	149780305	1	Rere
chr4	149990867	149990868	1	Rere
chr6	137119016	137119017	-1	Rerg
chr6	137118238	137118239	-1	Rerg
chr6	139450429	139450430	-1	Rergl
chr1	75274954	75274955	-1	Resp18
chr5	77694518	77694519	1	Rest
chr5	77695220	77695221	1	Rest
chr6	118147761	118147762	-1	Ret
chr8	3655788	3655789	1	Retn
chr16	48842664	48842665	1	Retnla
chr16	48816968	48816969	1	Retnlb
chr16	48872720	48872721	1	Retnlg
chr16	48872950	48872951	1	Retnlg
chr6	72548621	72548622	1	Retsat
chr1	38186506	38186507	-1	Rev1
chr1	38145518	38145519	-1	Rev1
chr1	38140671	38140672	-1	Rev1
chr4	146346050	146346051	1	Rex2
chr10	80024304	80024305	-1	Rexo1
chr10	80010730	80010731	-1	Rexo1
chr10	80009546	80009547	-1	Rexo1
chr9	48288715	48288716	-1	Rexo2
chr2	26819905	26819906	-1	Rexo4
chr5	65726877	65726878	-1	Rfc1
chr5	65664904	65664905	-1	Rfc1
chr5	135058559	135058560	1	Rfc2
chr5	152453782	152453783	-1	Rfc3
chr16	23127802	23127803	-1	Rfc4
chr16	23127613	23127614	-1	Rfc4
chr5	117839031	117839032	-1	Rfc5
chr13	76156053	76156054	-1	Rfesd
chr13	76156159	76156160	-1	Rfesd
chr13	76156009	76156010	-1	Rfesd
chr11	82684711	82684712	-1	Rffl
chr11	82684245	82684246	-1	Rffl
chr11	82642544	82642545	-1	Rffl
chr19	17468532	17468533	1	Rfk
chr11	120645517	120645518	-1	Rfng
chr7	5068512	5068513	-1	Rfpl4
chr10	38541584	38541585	-1	Rfpl4b
chr14	31467560	31467561	1	Rft1
chr17	50329821	50329822	-1	Rftn1
chr1	55283625	55283626	-1	Rftn2
chr1	55261235	55261236	-1	Rftn2
chr8	113824121	113824122	-1	Rfwd3
chr8	113808305	113808306	-1	Rfwd3
chr8	86590734	86590735	1	Rfx1
chr17	56970430	56970431	-1	Rfx2
chr10	84218792	84218793	1	Rfx4
chr10	84300892	84300893	1	Rfx4
chr3	94758936	94758937	1	Rfx5
chr3	94758056	94758057	1	Rfx5
chr3	94758091	94758092	1	Rfx5
chr10	51397565	51397566	1	Rfx6
chr10	51405323	51405324	1	Rfx6
chr10	51414805	51414806	1	Rfx6
chr9	72380046	72380047	1	Rfx7
chr9	72380098	72380099	1	Rfx7
chr9	72458110	72458111	1	Rfx7
chr1	39777833	39777834	-1	Rfx8
chr8	72663095	72663096	-1	Rfxank
chr3	54611712	54611713	-1	Rfxap
chrX	139534145	139534146	1	Rgag1
chrX	99266645	99266646	-1	Rgag4
chr1	154472240	154472241	-1	Rgl1
chr17	34066838	34066839	1	Rgl2
chr9	21793896	21793897	-1	Rgl3
chr7	80520405	80520406	1	Rgma
chr7	80536112	80536113	1	Rgma
chr17	15963549	15963550	-1	Rgmb
chrX	20126943	20126944	1	Rgn
chr4	43591606	43591607	1	Rgp1
chr4	43591814	43591815	1	Rgp1
chr14	37862149	37862150	-1	Rgr
chr1	146096233	146096234	-1	Rgs1
chr1	146096188	146096189	-1	Rgs1
chr7	135561685	135561686	-1	Rgs10
chr17	26339906	26339907	1	Rgs11
chr17	26344398	26344399	1	Rgs11
chr17	26344786	26344787	1	Rgs11
chr1	146024501	146024502	-1	Rgs13
chr1	146024404	146024405	-1	Rgs13
chr13	55471092	55471093	1	Rgs14
chr13	55480529	55480530	1	Rgs14
chr1	155587482	155587483	1	Rgs16
chr1	146622550	146622551	-1	Rgs18
chr2	181428628	181428629	-1	Rgs19
chr2	181428514	181428515	-1	Rgs19
chr1	145851278	145851279	-1	Rgs2
chr1	5060365	5060366	-1	Rgs20
chr1	5009506	5009507	-1	Rgs20
chr15	36070154	36070155	-1	Rgs22
chr4	62220880	62220881	1	Rgs3
chr4	62280705	62280706	1	Rgs3
chr4	62295411	62295412	1	Rgs3
chr4	62335072	62335073	1	Rgs3
chr4	62360709	62360710	1	Rgs3
chr4	62360713	62360714	1	Rgs3
chr4	62361728	62361729	1	Rgs3
chr4	62335465	62335466	1	Rgs3
chr1	171677772	171677773	-1	Rgs4
chr1	171585631	171585632	1	Rgs5
chr12	83718024	83718025	1	Rgs6
chr12	83718485	83718486	1	Rgs6
chr1	177422675	177422676	-1	Rgs7
chr1	177016356	177016357	-1	Rgs7
chr1	177014227	177014228	-1	Rgs7
chr13	105845009	105845010	-1	Rgs7bp
chr1	155500166	155500167	1	Rgs8
chr11	109159494	109159495	-1	Rgs9
chr11	109165489	109165490	-1	Rgs9
chr7	36370600	36370601	-1	Rgs9bp
chr1	155668641	155668642	-1	Rgsl1
chr17	40948097	40948098	1	Rhag
chr1	82313153	82313154	1	Rhbdd1
chr1	82335623	82335624	1	Rhbdd1
chr5	136108523	136108524	1	Rhbdd2
chr11	4999440	4999441	1	Rhbdd3
chr11	4999750	4999751	1	Rhbdd3
chr11	5000167	5000168	1	Rhbdd3
chr11	32122292	32122293	-1	Rhbdf1
chr11	116488332	116488333	-1	Rhbdf2
chr11	116485565	116485566	-1	Rhbdf2
chr17	25974071	25974072	-1	Rhbdl1
chr4	123465117	123465118	1	Rhbdl2
chr4	123490577	123490578	1	Rhbdl2
chr11	80114413	80114414	1	Rhbdl3
chr3	88058605	88058606	-1	Rhbg;Tsacc
chr3	88091138	88091139	-1	Rhbg;Tsacc
chr7	86762542	86762543	-1	Rhcg
chr4	134420450	134420451	1	Rhd
chr4	134435724	134435725	1	Rhd
chr5	24348178	24348179	-1	Rheb
chr15	98711844	98711845	-1	Rhebl1
chr6	115881944	115881945	1	Rho
chr12	8506790	8506791	-1	Rhob
chr10	68675404	68675405	1	Rhobtb1
chr10	68676111	68676112	1	Rhobtb1
chr10	68751599	68751600	1	Rhobtb1
chr14	70205351	70205352	-1	Rhobtb2
chr14	70224658	70224659	-1	Rhobtb2
chr13	76081271	76081272	-1	Rhobtb3
chr3	104591951	104591952	1	Rhoc
chr19	4439423	4439424	-1	Rhod
chr5	123582637	123582638	-1	Rhof
chr7	109398631	109398632	-1	Rhog
chr5	66254807	66254808	1	Rhoh
chr5	66252458	66252459	1	Rhoh
chr5	66254139	66254140	1	Rhoh
chr12	76409299	76409300	1	Rhoj
