gene_name	geneSymbol	chrom
mKIAA0878;Rhobtb3	Rhobtb3	chr13
mKIAA0891;Usp19	mKIAA0891	chr9
mKIAA0891;Usp19	Usp19	chr9
mKIAA0896;Ubr5	mKIAA0896	chr15
mKIAA0896;Ubr5	Ubr5	chr15
mKIAA0897;Ppfia4	mKIAA0897	chr1
mKIAA0897;Ppfia4	Ppfia4	chr1
mKIAA0923;Ssx2ip	mKIAA0923	chr3
mKIAA0923;Ssx2ip	Ssx2ip	chr3
mKIAA0946;Zdhhc17	mKIAA0946	chr10
mKIAA0946;Zdhhc17	Zdhhc17	chr10
mKIAA0961;Zfp30	mKIAA0961	chr7
mKIAA0961;Zfp30	Zfp30	chr7
mKIAA0975;Nisch	mKIAA0975	chr14
mKIAA0975;Nisch	Nisch	chr14
mKIAA0998;Ttll5	mKIAA0998	chr12
mKIAA0998;Ttll5	Ttll5	chr12
mKIAA1011;Syne2	mKIAA1011	chr12
mKIAA1011;Syne2	Syne2	chr12
mKIAA1019;Son	mKIAA1019	chr16
mKIAA1019;Son	Son	chr16
mKIAA1027;Tln1	mKIAA1027	chr4
mKIAA1027;Tln1	Tln1	chr4
mKIAA1039;Rap1gap2	mKIAA1039	chr11
mKIAA1039;Rap1gap2	Rap1gap2	chr11
mKIAA1049;Tcf25	mKIAA1049	chr8
mKIAA1049;Tcf25	Tcf25	chr8
mKIAA1055;Tbc1d2b	mKIAA1055	chr9
mKIAA1055;Tbc1d2b	Tbc1d2b	chr9
mKIAA1068;Nudcd3	mKIAA1068	chr11
mKIAA1068;Nudcd3	Nudcd3	chr11
mKIAA1090;Whsc1	mKIAA1090	chr5
mKIAA1090;Whsc1	Whsc1	chr5
mKIAA1108;Tbc1d1	mKIAA1108	chr5
mKIAA1108;Tbc1d1	Tbc1d1	chr5
mKIAA1122;Smarcad1	mKIAA1122	chr6
mKIAA1122;Smarcad1	Smarcad1	chr6
mKIAA1125;Zmynd8	mKIAA1125	chr2
mKIAA1125;Zmynd8	Zmynd8	chr2
mKIAA1148;Tanc2	mKIAA1148	chr11
mKIAA1148;Tanc2	Tanc2	chr11
mKIAA1207;Myof	mKIAA1207	chr19
mKIAA1207;Myof	Myof	chr19
mKIAA1252;Sgpl1	mKIAA1252	chr10
mKIAA1252;Sgpl1	Sgpl1	chr10
mKIAA1272;Ralgapa2	mKIAA1272	chr2
mKIAA1272;Ralgapa2	Ralgapa2	chr2
mKIAA1291;Xpo5	mKIAA1291	chr17
mKIAA1291;Xpo5	Xpo5	chr17
mKIAA1296;Sorbs1	mKIAA1296	chr19
mKIAA1296;Sorbs1	Sorbs1	chr19
mKIAA1300;Stard9	mKIAA1300	chr2
mKIAA1300;Stard9	Stard9	chr2
mKIAA1308;Ralgds	mKIAA1308	chr2
mKIAA1308;Ralgds	Ralgds	chr2
mKIAA1334;Rai14	mKIAA1334	chr15
mKIAA1334;Rai14	Rai14	chr15
mKIAA1337;Ptchd2	mKIAA1337	chr4
mKIAA1337;Ptchd2	Ptchd2	chr4
mKIAA1358;Tecpr1	mKIAA1358	chr5
mKIAA1358;Tecpr1	Tecpr1	chr5
mKIAA1401;Tsr1	mKIAA1401	chr11
mKIAA1401;Tsr1	Tsr1	chr11
mKIAA1403;Rpap1	mKIAA1403	chr2
mKIAA1403;Rpap1	Rpap1	chr2
mKIAA1418;Smpd4	mKIAA1418	chr16
mKIAA1418;Smpd4	Smpd4	chr16
mKIAA1441;Zfp687	mKIAA1441	chr3
mKIAA1441;Zfp687	Zfp687	chr3
mKIAA1464;Ranbp10	mKIAA1464	chr8
mKIAA1464;Ranbp10	Ranbp10	chr8
mKIAA1506;Mll3	mKIAA1506	chr5
mKIAA1506;Mll3	Mll3	chr5
mKIAA1526;Whrn	mKIAA1526	chr4
mKIAA1526;Whrn	Whrn	chr4
mKIAA1558;Ppp6r3	mKIAA1558	chr19
mKIAA1558;Ppp6r3	Ppp6r3	chr19
mKIAA1565;Nin	mKIAA1565	chr12
mKIAA1565;Nin	Nin	chr12
mKIAA1568;Robo1;Robo2	mKIAA1568	chr16
mKIAA1568;Robo1;Robo2	Robo1	chr16
mKIAA1568;Robo1;Robo2	Robo2	chr16
mKIAA1584;Zfp280c	mKIAA1584	chrX
mKIAA1584;Zfp280c	Zfp280c	chrX
mKIAA1601;Slmap	mKIAA1601	chr14
mKIAA1601;Slmap	Slmap	chr14
mKIAA1612;Ogfod1	mKIAA1612	chr8
mKIAA1612;Ogfod1	Ogfod1	chr8
mKIAA1629;Zfp532	mKIAA1629	chr18
mKIAA1629;Zfp532	Zfp532	chr18
mKIAA1673	mKIAA1673	chr11
mKIAA1682;Mtmr12	mKIAA1682	chr15
mKIAA1682;Mtmr12	Mtmr12	chr15
mKIAA1686;Plekha5	mKIAA1686	chr6
mKIAA1686;Plekha5	Plekha5	chr6
mKIAA1707;Senp7	mKIAA1707	chr16
mKIAA1707;Senp7	Senp7	chr16
mKIAA1739;Sema4c	mKIAA1739	chr1
mKIAA1739;Sema4c	Sema4c	chr1
mKIAA1741;Tnks1bp1	mKIAA1741	chr2
mKIAA1741;Tnks1bp1	Tnks1bp1	chr2
mKIAA1745;Sema4b	mKIAA1745	chr7
mKIAA1745;Sema4b	Sema4b	chr7
mKIAA1757;Setd5	mKIAA1757	chr6
mKIAA1757;Setd5	Setd5	chr6
mKIAA1767;Thada	mKIAA1767	chr17
mKIAA1767;Thada	Thada	chr17
mKIAA1805;Zfp512	mKIAA1805	chr5
mKIAA1805;Zfp512	Zfp512	chr5
mKIAA1820;Rai1	mKIAA1820	chr11
mKIAA1820;Rai1	Rai1	chr11
mKIAA1823;Phf6	mKIAA1823	chrX
mKIAA1823;Phf6	Phf6	chrX
mKIAA1835;Rangap1	mKIAA1835	chr15
mKIAA1835;Rangap1	Rangap1	chr15
mKIAA1857;Ntng2	mKIAA1857	chr2
mKIAA1857;Ntng2	Ntng2	chr2
mKIAA1889;Xkr4	mKIAA1889	chr1
mKIAA1889;Xkr4	Xkr4	chr1
mKIAA1897;Pus7	mKIAA1897	chr5
mKIAA1897;Pus7	Pus7	chr5
mKIAA1933;Prmt7	mKIAA1933	chr8
mKIAA1933;Prmt7	Prmt7	chr8
mKIAA1971;Whamm	mKIAA1971	chr7
mKIAA1971;Whamm	Whamm	chr7
mKIAA1985;Sh3tc2	mKIAA1985	chr18
mKIAA1985;Sh3tc2	Sh3tc2	chr18
mKIAA1990;Pdpr	mKIAA1990	chr8
mKIAA1990;Pdpr	Pdpr	chr8
mKIAA1992;Ttc21b	mKIAA1992	chr2
mKIAA1992;Ttc21b	Ttc21b	chr2
mKIAA1994;Tsc22d1	mKIAA1994	chr14
mKIAA1994;Tsc22d1	Tsc22d1	chr14
mKIAA1998;Rgnef	mKIAA1998	chr13
mKIAA1998;Rgnef	Rgnef	chr13
mKIAA2030;Ubn2	mKIAA2030	chr6
mKIAA2030;Ubn2	Ubn2	chr6
mKIAA3005;Myh10	mKIAA3005	chr11
mKIAA3005;Myh10	Myh10	chr11
mKIAA4006;Ppp2r5e	mKIAA4006	chr12
mKIAA4006;Ppp2r5e	Ppp2r5e	chr12
mKIAA4020;Sept7	mKIAA4020	chr9
mKIAA4020;Sept7	Sept7	chr9
mKIAA4044;Ptprm	mKIAA4044	chr17
mKIAA4044;Ptprm	Ptprm	chr17
mKIAA4052;Rapgef6	mKIAA4052	chr11
mKIAA4052;Rapgef6	Rapgef6	chr11
mKIAA4074;Sipa1	mKIAA4074	chr19
mKIAA4074;Sipa1	Sipa1	chr19
mKIAA4112;Ppfia2	mKIAA4112	chr10
mKIAA4112;Ppfia2	Ppfia2	chr10
mKIAA4114;Picalm	mKIAA4114	chr7
mKIAA4114;Picalm	Picalm	chr7
mKIAA4128;Osbpl6	mKIAA4128	chr2
mKIAA4128;Osbpl6	Osbpl6	chr2
mKIAA4145;Nr2c2	mKIAA4145	chr6
mKIAA4145;Nr2c2	Nr2c2	chr6
mKIAA4155;Usp4	mKIAA4155	chr9
mKIAA4155;Usp4	Usp4	chr9
mKIAA4170;Mypn	mKIAA4170	chr10
mKIAA4170;Mypn	Mypn	chr10
mKIAA4180;Tacc2	mKIAA4180	chr7
mKIAA4180;Tacc2	Tacc2	chr7
mKIAA4192;Ogdh	mKIAA4192	chr11
mKIAA4192;Ogdh	Ogdh	chr11
mKIAA4196;Zfp26;Zfp426	mKIAA4196	chr9
mKIAA4196;Zfp26;Zfp426	Zfp26	chr9
mKIAA4196;Zfp26;Zfp426	Zfp426	chr9
mKIAA4205;Zfp386	mKIAA4205	chr12
mKIAA4205;Zfp386	Zfp386	chr12
mKIAA4211;Myh2;Myh8	mKIAA4211	chr11
mKIAA4211;Myh2;Myh8	Myh2	chr11
mKIAA4211;Myh2;Myh8	Myh8	chr11
mKIAA4222;Zfp655	mKIAA4222	chr5
mKIAA4222;Zfp655	Zfp655	chr5
Mkks	Mkks	chr2
Mkl1	Mkl1	chr15
Mkl2	Mkl2	chr16
Mkln1	Mkln1	chr6
Mknk1	Mknk1	chr4
Mknk2;Mnk2	Mknk2	chr10
Mknk2;Mnk2	Mnk2	chr10
Mkrn1	Mkrn1	chr6
Mkrn2	Mkrn2	chr6
Mkrn3	Mkrn3	chr7
Mks1	Mks1	chr11
Mkx	Mkx	chr18
Mlana	Mlana	chr19
Mlc1	Mlc1	chr15
Mlec	Mlec	chr5
Mlf1	Mlf1	chr3
Mlf1ip	Mlf1ip	chr8
Mlf2	Mlf2	chr6
Mlh1	Mlh1	chr9
Mlh3	Mlh3	chr12
Mlkl	Mlkl	chr8
Mll2;Wbp7	Mll2	chr15
Mll2;Wbp7	Wbp7	chr15
Mll2;Wbp7	Mll2	chr7
Mll2;Wbp7	Wbp7	chr7
Mllt1	Mllt1	chr17
Mllt11	Mllt11	chr3
Mllt3	Mllt3	chr4
Mllt4	Mllt4	chr17
Mllt6	Mllt6	chr11
Mlph	Mlph	chr1
Mlst8	Mlst8	chr17
Mlx	Mlx	chr11
Mlxip	Mlxip	chr5
Mlxipl;Wbscr14	Mlxipl	chr5
Mlxipl;Wbscr14	Wbscr14	chr5
Mlycd	Mlycd	chr8
Mlyk;Mylk	Mlyk	chr16
Mlyk;Mylk	Mylk	chr16
Mmaa	Mmaa	chr8
Mmab	Mmab	chr5
Mmachc	Mmachc	chr4
Mmadhc	Mmadhc	chr2
mMBLR;Pcgf6	mMBLR	chr19
mMBLR;Pcgf6	Pcgf6	chr19
Mmd2	Mmd2	chr5
Mme	Mme	chr3
Mmel1;Nl1	Mmel1	chr4
Mmel1;Nl1	Nl1	chr4
Mmgt1	Mmgt1	chrX
Mmgt2	Mmgt2	chr11
Mmp10	Mmp10	chr9
Mmp11	Mmp11	chr10
Mmp12	Mmp12	chr9
Mmp13	Mmp13	chr9
Mmp14	Mmp14	chr14
Mmp15	Mmp15	chr8
Mmp16;mt3-mmp	Mmp16	chr4
Mmp16;mt3-mmp	mt3-mmp	chr4
Mmp17	Mmp17	chr5
Mmp19	Mmp19	chr10
Mmp1a	Mmp1a	chr9
Mmp1b	Mmp1b	chr9
Mmp2	Mmp2	chr8
Mmp20	Mmp20	chr9
Mmp21	Mmp21	chr7
Mmp23	Mmp23	chr4
Mmp24	Mmp24	chr2
Mmp25	Mmp25	chr17
Mmp27	Mmp27	chr9
Mmp28	Mmp28	chr11
Mmp3	Mmp3	chr9
Mmp7	Mmp7	chr9
Mmp8	Mmp8	chr9
Mmp9	Mmp9	chr2
Mmrn1	Mmrn1	chr6
Mmrn2	Mmrn2	chr14
Mms19	Mms19	chr19
MmZW10;Zw10	MmZW10	chr9
MmZW10;Zw10	Zw10	chr9
Mn1	Mn1	chr5
Mnat1	Mnat1	chr12
Mnd1	Mnd1	chr3
Mndal	Mndal	chr1
Mns1	Mns1	chr9
Mnt	Mnt	chr11
Mnx1	Mnx1	chr5
Mobkl2a	Mobkl2a	chr10
Mobkl2b	Mobkl2b	chr4
Mobkl2c	Mobkl2c	chr4
Mobp	Mobp	chr9
Mocos	Mocos	chr18
Mocs1	Mocs1	chr17
Mocs2	Mocs2	chr13
Mocs3	Mocs3	chr2
Mog	Mog	chr17
Mogat1	Mogat1	chr1
Mogat2	Mogat2	chr7
Mogs	Mogs	chr6
MOK;Rage;Stk30	MOK	chr12
MOK;Rage;Stk30	Rage	chr12
MOK;Rage;Stk30	Stk30	chr12
Mon1a	Mon1a	chr9
Mon1b;Syce1l	Mon1b	chr8
Mon1b;Syce1l	Syce1l	chr8
Mon2	Mon2	chr10
Mopt;Morn2	Mopt	chr17
Mopt;Morn2	Morn2	chr17
Morc2a	Morc2a	chr11
Morc2b	Morc2b	chr17
Morc4	Morc4	chrX
Morc;Morc1	Morc	chr16
Morc;Morc1	Morc1	chr16
Morf4l1;MRG15	Morf4l1	chr9
Morf4l1;MRG15	MRG15	chr9
Morf4l2	Morf4l2	chrX
Morn1	Morn1	chr4
Morn3	Morn3	chr5
Morn4	Morn4	chr19
Morn5	Morn5	chr2
MOR;Oprm1	MOR	chr10
MOR;Oprm1	Oprm1	chr10
Mos	Mos	chr4
Mosc1	Mosc1	chr1
Mospd1	Mospd1	chrX
Mospd2	Mospd2	chrX
Mospd3	Mospd3	chr5
Mospd4	Mospd4	chr18
Mov10	Mov10	chr3
Mov10l1	Mov10l1	chr15
Moxd1	Moxd1	chr10
Moxd2	Moxd2	chr6
mP2XM;P2rx6	mP2XM	chr16
mP2XM;P2rx6	P2rx6	chr16
mPcl2;Mtf2	mPcl2	chr5
mPcl2;Mtf2	Mtf2	chr5
Mpdu1;Supl15h	Mpdu1	chr11
Mpdu1;Supl15h	Supl15h	chr11
Mpdz	Mpdz	chr4
Mpeg1	Mpeg1	chr19
Mpg	Mpg	chr11
Mphosph10	Mphosph10	chr7
Mphosph6	Mphosph6	chr8
Mphosph8	Mphosph8	chr14
Mphosph9	Mphosph9	chr5
Mpi;Pmi	Mpi	chr9
Mpi;Pmi	Pmi	chr9
Mpl	Mpl	chr4
Mpnd	Mpnd	chr17
Mpo	Mpo	chr11
Mporc-b;Porcn	Mporc-b	chrX
Mporc-b;Porcn	Porcn	chrX
Mpp1	Mpp1	chrX
Mpp2	Mpp2	chr11
Mpp3	Mpp3	chr11
Mpp5	Mpp5	chr12
Mpp6	Mpp6	chr6
Mpp7	Mpp7	chr18
Mppe1	Mppe1	chr18
Mpped1	Mpped1	chr15
Mprip	Mprip	chr11
Mpst	Mpst	chr15
Mpv17l	Mpv17l	chr16
Mpz	Mpz	chr1
Mpzl1	Mpzl1	chr1
Mpzl2	Mpzl2	chr9
Mpzl3	Mpzl3	chr9
Mr1	Mr1	chr1
Mrap	Mrap	chr16
Mrap2	Mrap2	chr9
Mras	Mras	chr9
Mrc1	Mrc1	chr2
Mrc2	Mrc2	chr11
M-rdgB beta;Pitpnc1	M-rdgB beta	chr11
M-rdgB beta;Pitpnc1	Pitpnc1	chr11
Mre11a	Mre11a	chr9
Mreg	Mreg	chr1
Mrfap1	Mrfap1	chr5
Mrgpra1	Mrgpra1	chr7
Mrgpra2a	Mrgpra2a	chr7
Mrgpra2b	Mrgpra2b	chr7
Mrgpra3	Mrgpra3	chr7
Mrgpra4	Mrgpra4	chr7
Mrgpra6	Mrgpra6	chr7
Mrgpra9	Mrgpra9	chr7
Mrgprb1	Mrgprb1	chr7
Mrgprb2	Mrgprb2	chr7
Mrgprb3	Mrgprb3	chr7
Mrgprb4	Mrgprb4	chr7
Mrgprb5	Mrgprb5	chr7
Mrgprb8	Mrgprb8	chr7
Mrgprd	Mrgprd	chr7
Mrgpre	Mrgpre	chr7
Mrgprf	Mrgprf	chr7
Mrgprg	Mrgprg	chr7
Mrgprh	Mrgprh	chr17
Mrgprx1	Mrgprx1	chr7
Mrgprx2	Mrgprx2	chr7
Mri1	Mri1	chr8
Mrm1	Mrm1	chr11
Mrmt1;Prmt1	Mrmt1	chr7
Mrmt1;Prmt1	Prmt1	chr7
Mro	Mro	chr18
Mrp63	Mrp63	chr14
Mrpl1	Mrpl1	chr5
Mrpl10	Mrpl10	chr11
Mrpl11	Mrpl11	chr19
Mrpl12	Mrpl12	chr11
Mrpl13;MRPL13	Mrpl13	chr15
Mrpl13;MRPL13	MRPL13	chr15
Mrpl14	Mrpl14	chr17
Mrpl15	Mrpl15	chr1
Mrpl16	Mrpl16	chr19
Mrpl17	Mrpl17	chr7
Mrpl18	Mrpl18	chr17
Mrpl19	Mrpl19	chr6
Mrpl2	Mrpl2	chr17
Mrpl20	Mrpl20	chr4
Mrpl21	Mrpl21	chr19
Mrpl22	Mrpl22	chr11
Mrpl23	Mrpl23	chr7
Mrpl24	Mrpl24	chr3
Mrpl27	Mrpl27	chr11
Mrpl28	Mrpl28	chr17
Mrpl3	Mrpl3	chr9
Mrpl30	Mrpl30	chr1
Mrpl32	Mrpl32	chr13
Mrpl33;MRPL33	Mrpl33	chr5
Mrpl33;MRPL33	MRPL33	chr5
Mrpl34	Mrpl34	chr8
Mrpl35	Mrpl35	chr6
Mrpl36	Mrpl36	chr13
Mrpl37	Mrpl37	chr4
Mrpl38	Mrpl38	chr11
Mrpl39	Mrpl39	chr16
Mrpl40	Mrpl40	chr16
Mrpl41	Mrpl41	chr2
Mrpl42	Mrpl42	chr10
Mrpl43	Mrpl43	chr19
Mrpl44	Mrpl44	chr1
Mrpl45	Mrpl45	chr11
Mrpl46	Mrpl46	chr7
Mrpl47	Mrpl47	chr3
Mrpl48	Mrpl48	chr7
Mrpl49	Mrpl49	chr19
Mrpl4;MRPL4	Mrpl4	chr9
Mrpl4;MRPL4	MRPL4	chr9
Mrpl50	Mrpl50	chr4
Mrpl52	Mrpl52	chr14
Mrpl54	Mrpl54	chr10
Mrpl55	Mrpl55	chr11
Mrpl9	Mrpl9	chr3
Mrps10	Mrps10	chr17
Mrps11;MRPS11	Mrps11	chr7
Mrps11;MRPS11	MRPS11	chr7
Mrps12	Mrps12	chr7
Mrps14	Mrps14	chr1
Mrps15	Mrps15	chr4
Mrps16	Mrps16	chr14
Mrps17;MRPS17	Mrps17	chr5
Mrps17;MRPS17	MRPS17	chr5
Mrps18a	Mrps18a	chr17
Mrps18b	Mrps18b	chr17
Mrps18c	Mrps18c	chr5
Mrps21	Mrps21	chr3
Mrps22	Mrps22	chr9
Mrps23	Mrps23	chr11
Mrps24	Mrps24	chr11
Mrps25	Mrps25	chr6
Mrps26	Mrps26	chr2
Mrps27	Mrps27	chr13
Mrps28	Mrps28	chr3
Mrps2;MRP-S2	Mrps2	chr2
Mrps2;MRP-S2	MRP-S2	chr2
Mrps30	Mrps30	chr13
Mrps31	Mrps31	chr8
Mrps33	Mrps33	chr6
Mrps34;Nme3	Mrps34	chr17
Mrps34;Nme3	Nme3	chr17
Mrps35	Mrps35	chr6
Mrps36	Mrps36	chr13
Mrps5	Mrps5	chr2
Mrps6;Slc5a3	Mrps6	chr16
Mrps6;Slc5a3	Slc5a3	chr16
Mrps7	Mrps7	chr11
Mrps9	Mrps9	chr1
Mrrf	Mrrf	chr2
Mrs2	Mrs2	chr13
Mrto4	Mrto4	chr4
Mrvi1	Mrvi1	chr7
Ms4a1	Ms4a1	chr19
Ms4a10	Ms4a10	chr19
Ms4a13	Ms4a13	chr19
Ms4a15	Ms4a15	chr19
Ms4a2	Ms4a2	chr19
Ms4a3	Ms4a3	chr19
Ms4a4b	Ms4a4b	chr19
Ms4a4c	Ms4a4c	chr19
Ms4a4d	Ms4a4d	chr19
Ms4a5	Ms4a5	chr19
Ms4a6b	Ms4a6b	chr19
Ms4a6c	Ms4a6c	chr19
Ms4a6d	Ms4a6d	chr19
Ms4a7	Ms4a7	chr19
Ms4a8a	Ms4a8a	chr19
Msc	Msc	chr1
Msgn1	Msgn1	chr12
Msh2	Msh2	chr17
Msh3	Msh3	chr13
Msh4	Msh4	chr3
Msh5	Msh5	chr17
Msh6	Msh6	chr17
Msi1	Msi1	chr5
Msl1	Msl1	chr11
Msl2	Msl2	chr9
Msl3	Msl3	chrX
Msl3l2	Msl3l2	chr10
Msln	Msln	chr17
Mslnl	Mslnl	chr17
Msmb	Msmb	chr14
Msmp	Msmp	chr4
Msn	Msn	chrX
mSox5L;Sox5	mSox5L	chr6
mSox5L;Sox5	Sox5	chr6
Msr1	Msr1	chr8
Msra	Msra	chr14
Msrb2	Msrb2	chr2
Msrb3	Msrb3	chr10
mSSH-2L;Ssh2	mSSH-2L	chr11
mSSH-2L;Ssh2	Ssh2	chr11
Mst1	Mst1	chr9
Mst1r	Mst1r	chr9
Mstn	Mstn	chr1
Msto1	Msto1	chr3
Msx1	Msx1	chr5
Msx1as	Msx1as	chr5
Msx2	Msx2	chr13
Msx3	Msx3	chr7
Msy2;Ybx2	Msy2	chr11
Msy2;Ybx2	Ybx2	chr11
Mt1	Mt1	chr8
Mt2	Mt2	chr8
Mt3	Mt3	chr8
Mt4	Mt4	chr8
Mta1	Mta1	chr12
Mta2	Mta2	chr19
Mta3	Mta3	chr17
Mtap	Mtap	chr4
Mtap1a	Mtap1a	chr2
Mtap1b	Mtap1b	chr13
Mtap2	Mtap2	chr1
Mtap6	Mtap6	chr7
Mtap7	Mtap7	chr10
Mtap7d1	Mtap7d1	chr4
Mtap7d2	Mtap7d2	chrX
Mtap7d3	Mtap7d3	chrX
Mtap9	Mtap9	chr3
Mtb;Ncapg2	Mtb	chr12
Mtb;Ncapg2	Ncapg2	chr12
Mtbp	Mtbp	chr15
Mtch2	Mtch2	chr2
Mtdh	Mtdh	chr15
Mterfd1	Mterfd1	chr13
Mterfd2	Mterfd2	chr1
Mterfd3	Mterfd3	chr10
Mtf1	Mtf1	chr4
Mtfmt	Mtfmt	chr9
Mtfp1	Mtfp1	chr11
Mtfr1	Mtfr1	chr3
Mtg1	Mtg1	chr7
Mthfd1	Mthfd1	chr12
Mthfd1l	Mthfd1l	chr10
Mthfd2	Mthfd2	chr6
Mthfd2l	Mthfd2l	chr5
Mthfr	Mthfr	chr4
Mthfs	Mthfs	chr9
Mthfsd	Mthfsd	chr8
mThy28;Thyn1	mThy28	chr9
mThy28;Thyn1	Thyn1	chr9
Mtif3	Mtif3	chr5
Mtl5	Mtl5	chr19
Mtm1	Mtm1	chrX
Mtmr1	Mtmr1	chrX
Mtmr10	Mtmr10	chr7
Mtmr11	Mtmr11	chr3
Mtmr14	Mtmr14	chr6
Mtmr2	Mtmr2	chr9
Mtmr4	Mtmr4	chr11
Mtmr6	Mtmr6	chr14
Mtmr7	Mtmr7	chr8
Mtmr9	Mtmr9	chr14
mt-Nd4	mt-Nd4	chrM
Mtnr1a	Mtnr1a	chr8
Mtnr1b	Mtnr1b	chr9
Mto1	Mto1	chr9
mTOP3beta;Top3b	mTOP3beta	chr16
mTOP3beta;Top3b	Top3b	chr16
Mtor	Mtor	chr4
Mtpap	Mtpap	chr18
mTPK1;Tpk1	mTPK1	chr6
mTPK1;Tpk1	Tpk1	chr6
Mtpn	Mtpn	chr6
MtPolB;Polg2	MtPolB	chr11
MtPolB;Polg2	Polg2	chr11
Mtr	Mtr	chr13
Mtr1;Trpm5	Mtr1	chr7
Mtr1;Trpm5	Trpm5	chr7
Mtrf1	Mtrf1	chr14
Mtrf1l	Mtrf1l	chr10
mTRF2;Terf2	mTRF2	chr8
mTRF2;Terf2	Terf2	chr8
Mtrnr2l	Mtrnr2l	chr6
Mtrr	Mtrr	chr13
Mtss1l	Mtss1l	chr8
Mttp	Mttp	chr3
Mtus1	Mtus1	chr8
Mtx1	Mtx1	chr3
Mtx2	Mtx2	chr2
Mtx3	Mtx3	chr13
mUBPY;Usp8	mUBPY	chr2
mUBPY;Usp8	Usp8	chr2
Muc1	Muc1	chr3
Muc13	Muc13	chr16
Muc15	Muc15	chr2
Muc16	Muc16	chr9
Muc19;Muc19/Smgc;Smgc	Muc19	chr15
Muc19;Muc19/Smgc;Smgc	Muc19/Smgc	chr15
Muc19;Muc19/Smgc;Smgc	Smgc	chr15
Muc2	Muc2	chr7
Muc20	Muc20	chr16
Muc3	Muc3	chr5
Muc4	Muc4	chr16
Muc5ac	Muc5ac	chr7
Muc5b	Muc5b	chr7
Muc6	Muc6	chr7
Mudeng	Mudeng	chr14
Mug1	Mug1	chr6
Mug2	Mug2	chr6
MUG3	MUG3	chr6
Mul1	Mul1	chr4
Mum1	Mum1	chr10
Mum1l1	Mum1l1	chrX
MuORC4;Orc4	MuORC4	chr2
MuORC4;Orc4	Orc4	chr2
Mup1	Mup1	chr4
Mup20	Mup20	chr4
Mup21	Mup21	chr4
Mup3	Mup3	chr4
Mup4	Mup4	chr4
Mup5	Mup5	chr4
Mup6	Mup6	chr4
Murc	Murc	chr4
Mus81	Mus81	chr19
Musk	Musk	chr4
Mustn1	Mustn1	chr14
Mut	Mut	chr17
Muted	Muted	chr13
Mutyh	Mutyh	chr4
Mvd	Mvd	chr8
Mvk	Mvk	chr5
Mvp	Mvp	chr7
mVps16;Vps16	mVps16	chr2
mVps16;Vps16	Vps16	chr2
Mx1	Mx1	chr16
Mx2	Mx2	chr16
Mxd1	Mxd1	chr6
Mxd3	Mxd3	chr13
Mxd4	Mxd4	chr5
Mxi1	Mxi1	chr19
Mxra7	Mxra7	chr11
Myadm	Myadm	chr7
Myadml2	Myadml2	chr11
Myb	Myb	chr10
Mybbp1a	Mybbp1a	chr11
Mybl1	Mybl1	chr1
Mybl2	Mybl2	chr2
Mybpc1	Mybpc1	chr10
Mybpc2	Mybpc2	chr7
Mybpc3	Mybpc3	chr2
Mybph	Mybph	chr1
Mybphl	Mybphl	chr3
Myc	Myc	chr15
Mycbp	Mycbp	chr4
Mycbp2;Phr1	Mycbp2	chr14
Mycbp2;Phr1	Phr1	chr14
Mycbpap	Mycbpap	chr11
Mycl1	Mycl1	chr4
Mycn	Mycn	chr12
Mycs	Mycs	chrX
Myct1	Myct1	chr10
Myd88	Myd88	chr9
Myef2	Myef2	chr2
Myeov2	Myeov2	chr1
Myf5	Myf5	chr10
Myf6	Myf6	chr10
Myg1	Myg1	chr15
Myh1	Myh1	chr11
Myh13	Myh13	chr11
Myh14	Myh14	chr7
Myh15	Myh15	chr16
Myh3	Myh3	chr11
Myh4	Myh4	chr11
Myh6	Myh6	chr14
Myh7	Myh7	chr14
Myh7b	Myh7b	chr2
Myh9	Myh9	chr15
Myl1	Myl1	chr1
Myl10	Myl10	chr5
Myl12b	Myl12b	chr17
Myl2	Myl2	chr5
Myl3	Myl3	chr9
Myl4	Myl4	chr11
Myl6	Myl6	chr10
Myl6b	Myl6b	chr10
Myl7	Myl7	chr11
Myl9	Myl9	chr2
Mylip	Mylip	chr13
Mylk2	Mylk2	chr2
Mylk3	Mylk3	chr8
Mylk4	Mylk4	chr13
Mylpf	Mylpf	chr7
Mynn	Mynn	chr3
myo 10;Myo10	myo 10	chr15
myo 10;Myo10	Myo10	chr15
Myo15	Myo15	chr11
Myo15b	Myo15b	chr11
Myo16	Myo16	chr8
Myo18a	Myo18a	chr11
Myo18b	Myo18b	chr5
Myo19	Myo19	chr11
Myo1a	Myo1a	chr10
Myo1b	Myo1b	chr1
Myo1c	Myo1c	chr11
Myo1d	Myo1d	chr11
Myo1e	Myo1e	chr9
Myo1f	Myo1f	chr17
Myo1g	Myo1g	chr11
Myo1h	Myo1h	chr5
Myo3a	Myo3a	chr2
Myo3b	Myo3b	chr2
Myo5a;Myo5b	Myo5a	chr18
Myo5a;Myo5b	Myo5b	chr18
Myo5a;Myo5b	Myo5a	chr9
Myo5a;Myo5b	Myo5b	chr9
Myo5c	Myo5c	chr9
Myo6	Myo6	chr9
Myo7a	Myo7a	chr7
Myo7b	Myo7b	chr18
Myo9a	Myo9a	chr9
Myo9b	Myo9b	chr8
Myoc	Myoc	chr1
Myod1	Myod1	chr7
Myog	Myog	chr1
Myom1	Myom1	chr17
Myom2	Myom2	chr8
